,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralmiddlefrontal-rh,temporalpole-lh
frontalpole-lh,0.3106796116504854,0.1262135922330097,0.1650485436893204,0.06310679611650485,0.1407766990291262,0.12135922330097088,0.05825242718446602,0.014563106796116505
frontalpole-rh,0.1024390243902439,0.3121951219512195,0.05853658536585366,0.1024390243902439,0.2048780487804878,0.03902439024390244,0.15121951219512195,0.02926829268292683
lateralorbitofrontal-rh,0.11956521739130435,0.06884057971014493,0.33695652173913043,0.043478260869565216,0.2210144927536232,0.2028985507246377,0.0036231884057971015,0.0036231884057971015
medialorbitofrontal-lh,0.1464968152866242,0.10828025477707007,0.07643312101910828,0.35668789808917195,0.07006369426751592,0.050955414012738856,0.1910828025477707,0.0
medialorbitofrontal-rh,0.06227106227106227,0.16117216117216118,0.19047619047619047,0.05128205128205128,0.3516483516483517,0.11355311355311355,0.047619047619047616,0.02197802197802198
parsorbitalis-rh,0.10784313725490197,0.08333333333333333,0.25,0.05392156862745098,0.16176470588235295,0.30392156862745096,0.0392156862745098,0.0
rostralmiddlefrontal-rh,0.10303030303030303,0.18787878787878787,0.0,0.21212121212121213,0.048484848484848485,0.024242424242424242,0.41818181818181815,0.006060606060606061
temporalpole-lh,0.04,0.12,0.16,0.0,0.36,0.0,0.0,0.32
