,parsopercularis-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.2571428571428571,0.11428571428571428,0.14285714285714285,0.12857142857142856,0.17142857142857143,0.0,0.11428571428571428,0.07142857142857142
postcentral-rh,0.09859154929577464,0.19718309859154928,0.18309859154929578,0.18309859154929578,0.08450704225352113,0.07042253521126761,0.014084507042253521,0.16901408450704225
precentral-rh,0.0967741935483871,0.1935483870967742,0.1935483870967742,0.13978494623655913,0.10752688172043011,0.06451612903225806,0.043010752688172046,0.16129032258064516
rostralmiddlefrontal-lh,0.13636363636363635,0.15151515151515152,0.13636363636363635,0.2878787878787879,0.07575757575757576,0.045454545454545456,0.030303030303030304,0.13636363636363635
superiortemporal-lh,0.14457831325301204,0.0963855421686747,0.13253012048192772,0.08433734939759036,0.2891566265060241,0.0,0.18072289156626506,0.07228915662650602
superiortemporal-rh,0.0,0.13953488372093023,0.13953488372093023,0.09302325581395349,0.0,0.46511627906976744,0.0,0.16279069767441862
supramarginal-lh,0.1509433962264151,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.33962264150943394,0.0,0.33962264150943394,0.0
supramarginal-rh,0.0625,0.1875,0.2125,0.1625,0.075,0.0875,0.0,0.2125
