,caudalmiddlefrontal-lh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2018348623853211,0.13761467889908258,0.1743119266055046,0.14678899082568808,0.13761467889908258,0.06422018348623854,0.0,0.13761467889908258
parsopercularis-lh,0.13953488372093023,0.29069767441860467,0.12790697674418605,0.10465116279069768,0.11627906976744186,0.09302325581395349,0.0,0.12790697674418605
rostralmiddlefrontal-lh,0.14150943396226415,0.09433962264150944,0.1792452830188679,0.1792452830188679,0.16037735849056603,0.08490566037735849,0.0,0.16037735849056603
superiorparietal-lh,0.13725490196078433,0.0784313725490196,0.16666666666666666,0.18627450980392157,0.17647058823529413,0.08823529411764706,0.0,0.16666666666666666
superiorparietal-rh,0.11504424778761062,0.08849557522123894,0.1415929203539823,0.1592920353982301,0.23008849557522124,0.08849557522123894,0.0,0.17699115044247787
superiortemporal-lh,0.1,0.12,0.14,0.14,0.12,0.24,0.0,0.14
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-lh,0.1262135922330097,0.0970873786407767,0.1553398058252427,0.17475728155339806,0.17475728155339806,0.08737864077669903,0.0,0.18446601941747573
