,F3,T8,FC6,FC2,AF7,F5,FC4,FCz
F3,0.3157894736842105,0.0,0.0,0.0,0.34210526315789475,0.0,0.0,0.34210526315789475
T8,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0
AF7,0.20634920634920634,0.0,0.0,0.0,0.4126984126984127,0.0,0.0,0.38095238095238093
F5,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.5,0.45652173913043476,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.4634146341463415,0.5365853658536586,0.0
FCz,0.22033898305084745,0.0,0.0,0.0,0.3898305084745763,0.0,0.0,0.3898305084745763
