,FT9,F4,AF7,F5,FC4,FT8,F2,FCz
FT9,0.23255813953488372,0.2558139534883721,0.2558139534883721,0.0,0.0,0.0,0.0,0.2558139534883721
F4,0.20833333333333334,0.2708333333333333,0.25,0.0,0.0,0.0,0.0,0.2708333333333333
AF7,0.20833333333333334,0.2708333333333333,0.25,0.0,0.0,0.0,0.0,0.2708333333333333
F5,0.0,0.0,0.0,0.48936170212765956,0.5106382978723404,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.46938775510204084,0.5306122448979592,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.17543859649122806,0.22807017543859648,0.21052631578947367,0.0,0.0,0.0,0.0,0.38596491228070173
