,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.15,0.2,0.1,0.15,0.15,0.1,0.05,0.1
parstriangularis-rh,0.15,0.2,0.1,0.15,0.15,0.1,0.05,0.1
postcentral-rh,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684
rostralmiddlefrontal-lh,0.15,0.2,0.1,0.15,0.15,0.1,0.05,0.1
rostralmiddlefrontal-rh,0.15,0.2,0.1,0.15,0.15,0.1,0.05,0.1
superiorparietal-rh,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684
superiortemporal-lh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333
superiortemporal-rh,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684
