,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.12807881773399016,0.12807881773399016,0.12807881773399016,0.10837438423645321,0.1330049261083744,0.12315270935960591,0.12315270935960591,0.12807881773399016
caudalmiddlefrontal-rh,0.11214953271028037,0.13551401869158877,0.14018691588785046,0.09345794392523364,0.13551401869158877,0.14018691588785046,0.10747663551401869,0.13551401869158877
parsopercularis-lh,0.1111111111111111,0.13425925925925927,0.14351851851851852,0.09259259259259259,0.13425925925925927,0.14351851851851852,0.10648148148148148,0.13425925925925927
parstriangularis-rh,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.1206896551724138,0.12643678160919541,0.1206896551724138,0.12643678160919541,0.12643678160919541
rostralmiddlefrontal-rh,0.11312217194570136,0.13574660633484162,0.14027149321266968,0.09502262443438914,0.13574660633484162,0.13574660633484162,0.1085972850678733,0.13574660633484162
superiortemporal-lh,0.11057692307692307,0.1346153846153846,0.14423076923076922,0.09134615384615384,0.1346153846153846,0.14423076923076922,0.10576923076923077,0.1346153846153846
superiortemporal-rh,0.12886597938144329,0.12886597938144329,0.12886597938144329,0.10824742268041238,0.12886597938144329,0.12371134020618557,0.12371134020618557,0.12886597938144329
supramarginal-lh,0.11214953271028037,0.13551401869158877,0.14018691588785046,0.09345794392523364,0.13551401869158877,0.14018691588785046,0.10747663551401869,0.13551401869158877
