,inferiortemporal-rh,insula-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,temporalpole-lh
inferiortemporal-rh,0.6162790697674418,0.046511627906976744,0.0,0.25,0.0,0.040697674418604654,0.0,0.046511627906976744
insula-rh,0.041379310344827586,0.7448275862068966,0.0,0.010344827586206896,0.0,0.1,0.0,0.10344827586206896
parahippocampal-lh,0.0,0.0,0.9752475247524752,0.0,0.0,0.0,0.0,0.024752475247524754
parahippocampal-rh,0.128099173553719,0.004132231404958678,0.0,0.7024793388429752,0.008264462809917356,0.05785123966942149,0.004132231404958678,0.09504132231404959
parsorbitalis-lh,0.0,0.0,0.0025974025974025974,0.0,0.8493506493506493,0.05194805194805195,0.05974025974025974,0.03636363636363636
parsorbitalis-rh,0.01240694789081886,0.07444168734491315,0.0,0.02977667493796526,0.034739454094292806,0.8213399503722084,0.0,0.02729528535980149
parstriangularis-lh,0.0,0.0,0.0,0.0,0.1141552511415525,0.0,0.8584474885844748,0.0273972602739726
temporalpole-lh,0.04643962848297214,0.1021671826625387,0.02786377708978328,0.06811145510835913,0.043343653250773995,0.01238390092879257,0.0030959752321981426,0.6965944272445821
