,bankssts-lh,bankssts-rh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-lh,lingual-lh,parahippocampal-lh,temporalpole-lh
bankssts-lh,0.44329896907216493,0.0,0.15463917525773196,0.09278350515463918,0.020618556701030927,0.13402061855670103,0.15463917525773196,0.0
bankssts-rh,0.0,0.6666666666666666,0.0,0.10666666666666667,0.05333333333333334,0.04,0.13333333333333333,0.0
fusiform-lh,0.25925925925925924,0.0,0.5679012345679012,0.0,0.0,0.0,0.14814814814814814,0.024691358024691357
inferiortemporal-lh,0.11458333333333333,0.041666666666666664,0.041666666666666664,0.6145833333333334,0.0625,0.09375,0.03125,0.0
isthmuscingulate-lh,0.021052631578947368,0.042105263157894736,0.0,0.10526315789473684,0.5157894736842106,0.2,0.11578947368421053,0.0
lingual-lh,0.09574468085106383,0.0425531914893617,0.0,0.09574468085106383,0.2553191489361702,0.4148936170212766,0.09574468085106383,0.0
parahippocampal-lh,0.0975609756097561,0.11382113821138211,0.07317073170731707,0.008130081300813009,0.0975609756097561,0.08943089430894309,0.5203252032520326,0.0
temporalpole-lh,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.9459459459459459
