,entorhinal-lh,frontalpole-rh,inferiortemporal-lh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
entorhinal-lh,0.6433566433566433,0.0,0.16783216783216784,0.006993006993006993,0.13986013986013987,0.0,0.04195804195804196,0.0
frontalpole-rh,0.0,0.9435483870967742,0.0,0.0,0.0,0.056451612903225805,0.0,0.0
inferiortemporal-lh,0.12169312169312169,0.0,0.48677248677248675,0.08465608465608465,0.20634920634920634,0.0,0.10052910052910052,0.0
parahippocampal-lh,0.0,0.0,0.10526315789473684,0.8508771929824561,0.02631578947368421,0.017543859649122806,0.0,0.0
parsorbitalis-lh,0.08695652173913043,0.0,0.16956521739130434,0.017391304347826087,0.5652173913043478,0.06956521739130435,0.09130434782608696,0.0
rostralanteriorcingulate-rh,0.017699115044247787,0.09734513274336283,0.0,0.0,0.08849557522123894,0.7964601769911505,0.0,0.0
temporalpole-lh,0.009009009009009009,0.0,0.21621621621621623,0.0,0.16216216216216217,0.0,0.6126126126126126,0.0
transversetemporal-rh,0.0,0.0196078431372549,0.0,0.0,0.00980392156862745,0.0,0.0,0.9705882352941176
