,Fz,F3,P7,FC2,AFz,F5,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.5666666666666667,0.0,0.4166666666666667,0.016666666666666666,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.5,0.0,0.4807692307692308,0.019230769230769232,0.0,0.0
F5,0.0,0.0,0.4,0.0,0.4,0.2,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
