,Fz,F3,P7,FC2,AFz,F5,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.32142857142857145,0.0,0.0,0.3392857142857143,0.3392857142857143,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.2222222222222222,0.0,0.0,0.3950617283950617,0.38271604938271603,0.0
FC4,0.0,0.0,0.2222222222222222,0.0,0.0,0.3950617283950617,0.38271604938271603,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
