,Fp1,C4,FC6,FC2,AF7,F5,CP3,FC4
Fp1,0.49206349206349204,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.25196850393700787,0.7480314960629921,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.48717948717948717,0.0,0.5128205128205128
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.62
