,Fz,F3,P7,FC2,AFz,F5,FC4,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.33884297520661155,0.0,0.0,0.32231404958677684,0.33884297520661155,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.33613445378151263,0.0,0.0,0.3277310924369748,0.33613445378151263,0.0
FC4,0.0,0.0,0.33884297520661155,0.0,0.0,0.32231404958677684,0.33884297520661155,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
