,Fz,F3,P7,FC2,AFz,F5,FC4,FCz
Fz,0.5170454545454546,0.1846590909090909,0.0,0.2755681818181818,0.022727272727272728,0.0,0.0,0.0
F3,0.13742071881606766,0.492600422832981,0.13742071881606766,0.23255813953488372,0.0,0.0,0.0,0.0
P7,0.0,0.09103840682788052,0.40540540540540543,0.06401137980085349,0.09672830725462304,0.1422475106685633,0.1891891891891892,0.011379800853485065
FC2,0.24433249370277077,0.2770780856423174,0.11335012594458438,0.36523929471032746,0.0,0.0,0.0,0.0
AFz,0.02258064516129032,0.0,0.22258064516129034,0.0,0.45161290322580644,0.17096774193548386,0.1064516129032258,0.025806451612903226
F5,0.0,0.0,0.17894736842105263,0.0,0.09649122807017543,0.387719298245614,0.32280701754385965,0.014035087719298246
FC4,0.0,0.0,0.21983471074380165,0.0,0.05289256198347107,0.30082644628099175,0.4132231404958678,0.013223140495867768
FCz,0.0,0.0,0.07377049180327869,0.0,0.07377049180327869,0.07377049180327869,0.07377049180327869,0.7049180327868853
