,F7,TP9,O1,Fp2,AF3,AFz,PO3,AF8
F7,0.8551724137931035,0.08275862068965517,0.0,0.0,0.0,0.0,0.06206896551724138,0.0
TP9,0.3111111111111111,0.37777777777777777,0.0,0.0,0.0,0.0,0.3111111111111111,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.275,0.375,0.0,0.0,0.0,0.0,0.35,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
