,frontalpole-rh,inferiortemporal-rh,parahippocampal-rh,parsopercularis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-rh,0.4025974025974026,0.22077922077922077,0.24675324675324675,0.0,0.0,0.0,0.12987012987012986,0.0
inferiortemporal-rh,0.16161616161616163,0.4444444444444444,0.29292929292929293,0.0,0.0,0.0,0.10101010101010101,0.0
parahippocampal-rh,0.1262135922330097,0.22330097087378642,0.36893203883495146,0.0,0.0,0.04854368932038835,0.23300970873786409,0.0
parsopercularis-lh,0.0,0.0,0.0,0.84375,0.125,0.0,0.0,0.03125
parstriangularis-lh,0.0,0.0,0.0,0.014084507042253521,0.7605633802816901,0.056338028169014086,0.0,0.16901408450704225
rostralanteriorcingulate-lh,0.0,0.0,0.015625,0.0,0.078125,0.703125,0.203125,0.0
rostralanteriorcingulate-rh,0.056179775280898875,0.06741573033707865,0.21348314606741572,0.0,0.0,0.14606741573033707,0.5168539325842697,0.0
temporalpole-lh,0.0,0.0,0.0,0.04411764705882353,0.17647058823529413,0.0,0.0,0.7794117647058824
