,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,supramarginal-rh,temporalpole-rh
entorhinal-lh,0.8205128205128205,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.05128205128205128
entorhinal-rh,0.07142857142857142,0.8095238095238095,0.0,0.09523809523809523,0.0,0.0,0.0,0.023809523809523808
frontalpole-lh,0.0,0.0,0.85,0.08333333333333333,0.06666666666666667,0.0,0.0,0.0
frontalpole-rh,0.0,0.04,0.02,0.94,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.07142857142857142,0.0,0.7714285714285715,0.15714285714285714,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.22413793103448276,0.7241379310344828,0.05172413793103448,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.8409090909090909,0.0
temporalpole-rh,0.09523809523809523,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.7619047619047619
