,caudalmiddlefrontal-lh,entorhinal-rh,insula-rh,parahippocampal-lh,parahippocampal-rh,supramarginal-rh,temporalpole-rh,transversetemporal-rh
caudalmiddlefrontal-lh,0.7857142857142857,0.0,0.0,0.0,0.047619047619047616,0.16666666666666666,0.0,0.0
entorhinal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.85,0.0,0.1,0.05,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.04597701149425287,0.0,0.0,0.0,0.3793103448275862,0.40229885057471265,0.0,0.1724137931034483
supramarginal-rh,0.10344827586206896,0.0,0.0,0.0,0.3103448275862069,0.41379310344827586,0.0,0.1724137931034483
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.3488372093023256,0.3488372093023256,0.0,0.3023255813953488
