,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,medialorbitofrontal-lh,paracentral-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.6470588235294118,0.0,0.0,0.0,0.35294117647058826,0.0,0.0,0.0
frontalpole-rh,0.0,0.7222222222222222,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222,0.0
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.5454545454545454,0.0,0.45454545454545453,0.0,0.0
medialorbitofrontal-lh,0.1111111111111111,0.14814814814814814,0.0,0.0,0.6296296296296297,0.0,0.1111111111111111,0.0
paracentral-lh,0.0,0.0,0.0,0.42105263157894735,0.0,0.5789473684210527,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0
temporalpole-lh,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888
