,FT9,Cz,F4,F8,Fp2,F1,AF8,AF4
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.7451327433628319,0.0,0.0,0.2088495575221239,0.04601769911504425,0.0
F8,0.0,0.0,0.0,0.665903890160183,0.0,0.0,0.3340961098398169,0.0
Fp2,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.20833333333333334,0.0
F1,0.0,0.0,0.3190348525469169,0.0,0.0,0.6809651474530831,0.0,0.0
AF8,0.0,0.0,0.047619047619047616,0.29365079365079366,0.08333333333333333,0.0,0.5753968253968254,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
