,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.041237113402061855,0.0,0.002577319587628866,0.04896907216494845,0.04896907216494845,0.03608247422680412,0.0,0.04896907216494845,0.04896907216494845,0.0,0.04896907216494845,0.0,0.03865979381443299,0.04639175257731959,0.0,0.0,0.04381443298969072,0.03350515463917526,0.030927835051546393,0.01804123711340206,0.0,0.0,0.0,0.03865979381443299,0.030927835051546393,0.005154639175257732,0.010309278350515464,0.0,0.002577319587628866,0.0,0.0,0.04639175257731959,0.0,0.010309278350515464,0.04381443298969072,0.005154639175257732,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03350515463917526,0.0,0.03350515463917526,0.007731958762886598,0.010309278350515464,0.0,0.04896907216494845,0.0,0.0,0.0,0.04896907216494845,0.0,0.03350515463917526,0.04896907216494845,0.0
Fz,0.0,0.03205128205128205,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.035256410256410256,0.0,0.0,0.0,0.003205128205128205,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.016025641025641024,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.03205128205128205,0.03205128205128205,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.016025641025641024,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.00641025641025641
F3,0.03571428571428571,0.0,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.017857142857142856,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0
F7,0.03125,0.0,0.001736111111111111,0.07291666666666667,0.04861111111111111,0.027777777777777776,0.0,0.0625,0.07118055555555555,0.0,0.0642361111111111,0.0,0.027777777777777776,0.041666666666666664,0.0,0.001736111111111111,0.03819444444444445,0.026041666666666668,0.020833333333333332,0.013888888888888888,0.0,0.0,0.0,0.029513888888888888,0.020833333333333332,0.003472222222222222,0.006944444444444444,0.0,0.001736111111111111,0.0,0.0,0.04861111111111111,0.0,0.006944444444444444,0.03298611111111111,0.005208333333333333,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.001736111111111111,0.0,0.0,0.0,0.024305555555555556,0.0,0.026041666666666668,0.005208333333333333,0.006944444444444444,0.0,0.06076388888888889,0.0,0.001736111111111111,0.0,0.06770833333333333,0.0,0.024305555555555556,0.06944444444444445,0.0
FT9,0.03665987780040733,0.0,0.002036659877800407,0.05702647657841141,0.05295315682281059,0.032586558044806514,0.0,0.054989816700611,0.054989816700611,0.0,0.054989816700611,0.0,0.032586558044806514,0.048879837067209775,0.0,0.002036659877800407,0.04480651731160896,0.03054989816700611,0.024439918533604887,0.016293279022403257,0.0,0.0,0.0,0.034623217922606926,0.024439918533604887,0.004073319755600814,0.008146639511201629,0.0,0.002036659877800407,0.0,0.0,0.05091649694501019,0.0,0.008146639511201629,0.038696537678207736,0.006109979633401222,0.0,0.0,0.006109979633401222,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.028513238289205704,0.0,0.03054989816700611,0.006109979633401222,0.008146639511201629,0.0,0.054989816700611,0.0,0.002036659877800407,0.0,0.054989816700611,0.0,0.028513238289205704,0.054989816700611,0.0
FC5,0.04065040650406504,0.0,0.0027100271002710027,0.04336043360433604,0.04336043360433604,0.04065040650406504,0.0,0.04336043360433604,0.04336043360433604,0.0,0.04336043360433604,0.0,0.04065040650406504,0.04336043360433604,0.0,0.0027100271002710027,0.04065040650406504,0.04065040650406504,0.032520325203252036,0.02168021680216802,0.0,0.0,0.0,0.04336043360433604,0.032520325203252036,0.005420054200542005,0.01084010840108401,0.0,0.0027100271002710027,0.0,0.0,0.04065040650406504,0.0,0.01084010840108401,0.04336043360433604,0.008130081300813009,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0027100271002710027,0.0,0.0,0.0,0.037940379403794036,0.0,0.04065040650406504,0.008130081300813009,0.01084010840108401,0.0,0.04336043360433604,0.0,0.0027100271002710027,0.0,0.04336043360433604,0.0,0.037940379403794036,0.04336043360433604,0.0
FC1,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.04314329738058552,0.0,0.0,0.046224961479198766,0.0,0.03697996918335902,0.0,0.0,0.03697996918335902,0.02465331278890601,0.0,0.0,0.0,0.0015408320493066256,0.0,0.03697996918335902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009244992295839754,0.046224961479198766,0.0,0.04314329738058552,0.0,0.0,0.0,0.04776579352850539,0.04468412942989214,0.007704160246533128,0.04776579352850539,0.04776579352850539,0.04776579352850539,0.029275808936825885,0.03697996918335902,0.023112480739599383,0.020030816640986132,0.04314329738058552,0.04314329738058552,0.0,0.046224961479198766,0.0,0.0,0.0,0.007704160246533128,0.0,0.03852080123266564,0.029275808936825885,0.046224961479198766,0.0,0.04776579352850539,0.0,0.0,0.0030816640986132513
C3,0.03308823529411765,0.0,0.001838235294117647,0.0661764705882353,0.04963235294117647,0.029411764705882353,0.0,0.06066176470588235,0.06433823529411764,0.0,0.0625,0.0,0.029411764705882353,0.04411764705882353,0.0,0.001838235294117647,0.04044117647058824,0.027573529411764705,0.022058823529411766,0.014705882352941176,0.0,0.0,0.0,0.03125,0.022058823529411766,0.003676470588235294,0.007352941176470588,0.0,0.001838235294117647,0.0,0.0,0.04779411764705882,0.0,0.007352941176470588,0.034926470588235295,0.0055147058823529415,0.0,0.0,0.0055147058823529415,0.0,0.0,0.0,0.0,0.0,0.001838235294117647,0.0,0.0,0.0,0.025735294117647058,0.0,0.027573529411764705,0.0055147058823529415,0.007352941176470588,0.0,0.06066176470588235,0.0,0.001838235294117647,0.0,0.06433823529411764,0.0,0.025735294117647058,0.06433823529411764,0.0
T7,0.031914893617021274,0.0,0.0017730496453900709,0.07092198581560284,0.04964539007092199,0.028368794326241134,0.0,0.06205673758865248,0.06914893617021277,0.0,0.06382978723404255,0.0,0.028368794326241134,0.0425531914893617,0.0,0.0017730496453900709,0.03900709219858156,0.026595744680851064,0.02127659574468085,0.014184397163120567,0.0,0.0,0.0,0.030141843971631204,0.02127659574468085,0.0035460992907801418,0.0070921985815602835,0.0,0.0017730496453900709,0.0,0.0,0.047872340425531915,0.0,0.0070921985815602835,0.03368794326241135,0.005319148936170213,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0017730496453900709,0.0,0.0,0.0,0.024822695035460994,0.0,0.026595744680851064,0.005319148936170213,0.0070921985815602835,0.0,0.06028368794326241,0.0,0.0017730496453900709,0.0,0.06560283687943262,0.0,0.024822695035460994,0.0673758865248227,0.0
TP9,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.04234972677595628,0.0,0.0,0.04781420765027322,0.0,0.03551912568306011,0.0,0.0,0.03551912568306011,0.023224043715846996,0.0,0.0,0.0,0.00273224043715847,0.0,0.03551912568306011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009562841530054645,0.04644808743169399,0.0,0.04234972677595628,0.0,0.0,0.001366120218579235,0.050546448087431695,0.045081967213114756,0.00819672131147541,0.04781420765027322,0.050546448087431695,0.050546448087431695,0.0273224043715847,0.03551912568306011,0.02185792349726776,0.017759562841530054,0.04234972677595628,0.04234972677595628,0.0,0.04781420765027322,0.0,0.0,0.0,0.006830601092896175,0.0,0.036885245901639344,0.028688524590163935,0.04781420765027322,0.0,0.04918032786885246,0.0,0.0,0.004098360655737705
