,Fp1,Fz,FC1,C4,FT10,F4,Fp2,AF7
Fp1,0.3,0.0,0.075,0.3,0.0,0.0,0.325,0.0
Fz,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.5454545454545454
FC1,0.26666666666666666,0.0,0.2,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0
C4,0.3023255813953488,0.0,0.06976744186046512,0.3023255813953488,0.0,0.0,0.32558139534883723,0.0
FT10,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.28888888888888886,0.0,0.06666666666666667,0.3111111111111111,0.0,0.0,0.3333333333333333,0.0
AF7,0.0,0.17647058823529413,0.0,0.0,0.029411764705882353,0.0,0.0,0.7941176470588235
