,bankssts-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,insula-lh,middletemporal-lh,parahippocampal-lh,temporalpole-rh
bankssts-lh,0.6717557251908397,0.0,0.0,0.0,0.0,0.3282442748091603,0.0,0.0
frontalpole-lh,0.020833333333333332,0.625,0.0,0.0,0.3541666666666667,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.927710843373494,0.07228915662650602,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.16326530612244897,0.6530612244897959,0.0,0.0,0.1836734693877551,0.0
insula-lh,0.0,0.1919191919191919,0.0,0.0,0.8080808080808081,0.0,0.0,0.0
middletemporal-lh,0.3524590163934426,0.0,0.0,0.0,0.0,0.6475409836065574,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.3235294117647059,0.0,0.0,0.6764705882352942,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
