,caudalanteriorcingulate-lh,entorhinal-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.5241379310344828,0.0,0.0,0.0,0.0,0.15862068965517243,0.2689655172413793,0.04827586206896552
entorhinal-rh,0.0,0.8133333333333334,0.0,0.0,0.18666666666666668,0.0,0.0,0.0
insula-lh,0.0,0.012658227848101266,0.9873417721518988,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.09090909090909091,0.0,0.0,0.6515151515151515,0.12121212121212122,0.13636363636363635,0.0
medialorbitofrontal-lh,0.1625,0.0,0.0,0.0,0.0875,0.36875,0.36875,0.0125
rostralanteriorcingulate-lh,0.2097560975609756,0.0,0.0,0.0,0.06829268292682927,0.2780487804878049,0.4292682926829268,0.014634146341463415
temporalpole-rh,0.038834951456310676,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.9514563106796117
