,bankssts-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5896551724137931,0.13793103448275862,0.13448275862068965,0.006896551724137931,0.04827586206896552,0.08275862068965517,0.0
frontalpole-rh,0.0,0.18556701030927836,0.6237113402061856,0.0,0.19072164948453607,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.09333333333333334,0.0,0.536,0.0,0.37066666666666664,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.13618677042801555,0.0,0.5680933852140078,0.0,0.29571984435797666,0.0
parahippocampal-rh,0.0,0.03508771929824561,0.0,0.391812865497076,0.0,0.5730994152046783,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.11155378486055777,0.0,0.0,0.2948207171314741,0.0,0.5936254980079682,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
