,FT9,P8,FT10,FC2,AF7,AFz,AF8,AF4
FT9,0.36175710594315247,0.13695090439276486,0.11627906976744186,0.020671834625323,0.15503875968992248,0.01808785529715762,0.056847545219638244,0.1343669250645995
P8,0.12213740458015267,0.3486005089058524,0.13740458015267176,0.0,0.13740458015267176,0.0737913486005089,0.0737913486005089,0.10687022900763359
FT10,0.14826498422712933,0.167192429022082,0.334384858044164,0.012618296529968454,0.03470031545741325,0.0031545741324921135,0.1167192429022082,0.1829652996845426
FC2,0.03076923076923077,0.0,0.012307692307692308,0.4676923076923077,0.17846153846153845,0.15384615384615385,0.10461538461538461,0.052307692307692305
AF7,0.15159574468085107,0.14095744680851063,0.026595744680851064,0.14893617021276595,0.3404255319148936,0.125,0.0026595744680851063,0.06382978723404255
AFz,0.030821917808219176,0.10616438356164383,0.00684931506849315,0.17465753424657535,0.15753424657534246,0.410958904109589,0.07876712328767123,0.03424657534246575
AF8,0.08333333333333333,0.10069444444444445,0.1284722222222222,0.125,0.0,0.08680555555555555,0.4756944444444444,0.0
AF4,0.16139240506329114,0.13291139240506328,0.17088607594936708,0.05379746835443038,0.07911392405063292,0.03481012658227848,0.0,0.3670886075949367
