,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,-0.20575146935348446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20575146935348446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20575146935348446
Fz,0.0,0.26344511198622583,-0.029194465246102527,0.0,0.0,0.0,0.04562425088243729,0.0,0.13566030946383592,-0.03245995635042451,0.0,0.0,0.0,0.21497742590311864,-0.04740184101966754,0.0,-0.04740184101966754,-0.001390212630766787,-0.0437951792029537,0.11802446923353724,0.0,0.0,-0.04224946699579064,0.0,0.0,-0.015714740772824566,0.0,-0.042599921264982264,-0.029194465246102527,0.0,0.0,0.0,-0.01295817731277965,0.0,0.0,-0.026792344924159914,-0.0054099927250707515,-0.09036382099984115,0.0,0.0,0.0,-0.08341275784600723,-0.03323281245400605,-0.029541221395140396,0.0,-0.027307582326547602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037612330374301416,0.0,-0.045083272708922935,0.0,-0.0329751937528122,-0.021639970900283006,0.0
F3,0.0,-0.1524084958173959,-0.36033248254479755,0.0,0.0,0.0,0.0,0.0021066703346773155,0.0,0.0,0.0,-0.07431825648888403,0.0,0.11376019807257502,0.0,0.0,0.0,-0.08257584054320447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23623316851696363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14114691242338012,0.0,0.03160005502015973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0932232588361758,-0.33670759197163436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10445843828715366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10025469685058319,0.0,-0.09828891848096391,-0.07076802130629402,0.0
FT9,0.0,0.0,0.0,-0.2603374150410316,-0.27858843622117424,0.0,0.0,0.0,0.018386301516694358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030992133891278858,0.0,0.0,0.15234364113832466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026361851625150562,0.0,-0.0007509177713630821,0.03545929578219626,0.0,0.0,0.0,0.018386301516694358,0.0,0.0,0.0,0.0,-0.04880965513860033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07659361267903436,0.0,-0.04655690182451109,-0.07283902382221895,0.0
FC5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.13270361041141898,0.08157010915197314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012930310663308143,0.0,0.0,0.04261125104953821,0.04261125104953821,0.0012174643157010917,0.0,0.029219143576826197,0.0,0.0,0.02313182199832074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04261125104953821,0.0,0.0,0.0
FC1,0.0,-0.08759600537668187,0.0,0.0,0.0,0.0,-0.006038319329971008,0.0,0.0,0.0,0.0,0.0,0.0,0.0010497523946606361,0.0,0.0,0.0,-0.0019051061977174487,0.0,0.00209950478932127,0.0,0.0,0.0,0.0,-0.006330814441645676,0.0,0.0,-0.020956168174891935,0.0,0.0,0.0,0.0,-0.10859105326989459,0.0,0.0,0.0,0.0,-0.10859105326989459,0.0,-0.07280436607892528,0.13016929693791876,-0.08969551016600315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00209950478932127,0.0,-0.26905961376994125,0.0,0.0,0.01889554310389143
C3,0.0,0.0,0.0,0.0,0.0,0.01928920025188917,0.0,0.2334176180764046,0.0,0.01928920025188917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1278269389826685,0.0,-0.1036434640400015,0.0,0.0,0.01928920025188917,0.01928920025188917,-0.11706549118387909,0.0,0.01928920025188917,0.11022400143936668,0.0,0.01928920025188917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13013012707244634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01928920025188917,0.0,0.0,0.0
T7,0.0,0.13412623501091891,0.0,0.0,0.020529525766977384,0.0,0.0,0.0,0.2573033896127833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01916089071584556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07801219791451407,0.02600406597150469,0.0,0.0,0.0,0.0,0.0,0.08211810306790954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,-0.0286129146166341,0.0,0.0,0.0,0.10071965640507399,0.0,0.0,0.0,0.39812889938729074,0.06191024751504547,0.0,0.0,0.0,-0.043380870547800085,0.0,-0.04522686503919584,0.0,-0.044765366416346895,0.0,0.0,0.0,-0.009654164304926717,0.0,0.0,0.04389211153718364,0.08940050455364137,-0.03945709595428132,-0.010152969702676616,0.16824464210195567,0.0,0.0,0.15493878846371517,0.0,0.0,-0.041534876056404345,0.0,0.0,0.0,0.0,0.0,0.0,-0.04638061159631818,-0.04638061159631818,0.0,-0.041534876056404345,0.0,0.0,0.0,-0.00023074931142446855,-0.00023074931142446855,-0.00023074931142446855,0.0,0.0,0.0,-0.020075190093928767,0.0,-0.026766920125238354,0.08963125386506585,-0.015921702488288333,-0.02907441323948304,0.0
