,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.18666666666666668,0.2,0.04,0.14666666666666667,0.10666666666666667,0.12,0.06666666666666667,0.13333333333333333
parsopercularis-lh,0.1794871794871795,0.23076923076923078,0.038461538461538464,0.14102564102564102,0.10256410256410256,0.11538461538461539,0.0641025641025641,0.1282051282051282
parstriangularis-rh,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613
precentral-lh,0.17142857142857143,0.17142857142857143,0.04285714285714286,0.15714285714285714,0.11428571428571428,0.12857142857142856,0.07142857142857142,0.14285714285714285
precentral-rh,0.14754098360655737,0.14754098360655737,0.04918032786885246,0.14754098360655737,0.13114754098360656,0.14754098360655737,0.08196721311475409,0.14754098360655737
superiorparietal-lh,0.15384615384615385,0.15384615384615385,0.046153846153846156,0.15384615384615385,0.12307692307692308,0.13846153846153847,0.07692307692307693,0.15384615384615385
superiortemporal-rh,0.13636363636363635,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.11363636363636363,0.13636363636363635
supramarginal-lh,0.16176470588235295,0.16176470588235295,0.04411764705882353,0.16176470588235295,0.11764705882352941,0.1323529411764706,0.07352941176470588,0.14705882352941177
