,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.15202702702702703,0.05405405405405406,0.12162162162162163,0.14189189189189189,0.13851351351351351,0.13851351351351351,0.13175675675675674,0.12162162162162163
parsopercularis-lh,0.10759493670886076,0.2468354430379747,0.10759493670886076,0.10759493670886076,0.10759493670886076,0.10759493670886076,0.10759493670886076,0.10759493670886076
parstriangularis-rh,0.1366906474820144,0.05755395683453238,0.12949640287769784,0.1366906474820144,0.1366906474820144,0.1366906474820144,0.1366906474820144,0.12949640287769784
postcentral-lh,0.14915254237288136,0.05423728813559322,0.12203389830508475,0.1423728813559322,0.13898305084745763,0.13898305084745763,0.13220338983050847,0.12203389830508475
precentral-lh,0.14625850340136054,0.05442176870748299,0.12244897959183673,0.14285714285714285,0.13945578231292516,0.13945578231292516,0.1326530612244898,0.12244897959183673
superiorparietal-lh,0.14625850340136054,0.05442176870748299,0.12244897959183673,0.14285714285714285,0.13945578231292516,0.13945578231292516,0.1326530612244898,0.12244897959183673
superiorparietal-rh,0.14186851211072665,0.05536332179930796,0.1245674740484429,0.14186851211072665,0.1384083044982699,0.1384083044982699,0.13494809688581316,0.1245674740484429
superiortemporal-rh,0.13620071684587814,0.05734767025089606,0.12903225806451613,0.13620071684587814,0.13620071684587814,0.13620071684587814,0.13620071684587814,0.13261648745519714
