,bankssts-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,lateralorbitofrontal-rh,parsopercularis-rh,parsorbitalis-rh
bankssts-lh,0.9317073170731708,0.0,0.06829268292682927,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.007407407407407408,0.8444444444444444,0.14814814814814814,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.06866952789699571,0.06866952789699571,0.6695278969957081,0.0,0.0,0.19313304721030042,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.9074074074074074,0.0,0.0,0.09259259259259259,0.0
lateraloccipital-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.15302491103202848,0.0,0.0,0.5373665480427047,0.0,0.3096085409252669
parsopercularis-rh,0.0,0.0,0.0,0.05851063829787234,0.0,0.0,0.7712765957446809,0.1702127659574468
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.2415902140672783,0.11009174311926606,0.6483180428134556
