,bankssts-lh,entorhinal-lh,frontalpole-lh,insula-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh
bankssts-lh,0.4057971014492754,0.0,0.0,0.0,0.2318840579710145,0.2028985507246377,0.15942028985507245,0.0
entorhinal-lh,0.0,0.4090909090909091,0.4090909090909091,0.07575757575757576,0.0,0.0,0.0,0.10606060606060606
frontalpole-lh,0.0,0.3333333333333333,0.41333333333333333,0.08,0.0,0.0,0.0,0.17333333333333334
insula-lh,0.0,0.15,0.3,0.25,0.0,0.0,0.0,0.3
lingual-lh,0.21875,0.0,0.0,0.0,0.421875,0.0,0.359375,0.0
middletemporal-lh,0.4838709677419355,0.0,0.0,0.0,0.06451612903225806,0.45161290322580644,0.0,0.0
parahippocampal-lh,0.16981132075471697,0.0,0.0,0.0,0.41509433962264153,0.0,0.41509433962264153,0.0
temporalpole-lh,0.0,0.1388888888888889,0.3055555555555556,0.16666666666666666,0.0,0.0,0.0,0.3888888888888889
