,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,isthmuscingulate-rh,parahippocampal-lh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
caudalmiddlefrontal-rh,0.8781725888324873,0.0,0.07614213197969544,0.0,0.0,0.04568527918781726,0.0,0.0
entorhinal-lh,0.0,0.5568513119533528,0.0,0.13702623906705538,0.30612244897959184,0.0,0.0,0.0
frontalpole-lh,0.04234527687296417,0.003257328990228013,0.6384364820846905,0.0,0.035830618892508145,0.28013029315960913,0.0,0.0
isthmuscingulate-rh,0.0,0.16151202749140894,0.0,0.6769759450171822,0.16151202749140894,0.0,0.0,0.0
parahippocampal-lh,0.0,0.32934131736526945,0.02694610778443114,0.1407185628742515,0.5029940119760479,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.03873239436619718,0.0,0.3274647887323944,0.0,0.0,0.6338028169014085,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.8117647058823529,0.18823529411764706
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.2048780487804878,0.7951219512195122
