,bankssts-lh,entorhinal-lh,frontalpole-lh,insula-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh
bankssts-lh,0.5441176470588235,0.0,0.0,0.07352941176470588,0.16176470588235295,0.13970588235294118,0.08088235294117647,0.0
entorhinal-lh,0.0,0.3829787234042553,0.3900709219858156,0.1773049645390071,0.0,0.0,0.0,0.04964539007092199
frontalpole-lh,0.0,0.33548387096774196,0.3935483870967742,0.1870967741935484,0.0,0.0,0.0,0.08387096774193549
insula-lh,0.08759124087591241,0.15328467153284672,0.19708029197080293,0.5182481751824818,0.0,0.0,0.0,0.043795620437956206
lingual-lh,0.10526315789473684,0.0,0.0,0.0,0.5087719298245614,0.0935672514619883,0.29239766081871343,0.0
middletemporal-lh,0.16964285714285715,0.0,0.0,0.0,0.14285714285714285,0.6428571428571429,0.044642857142857144,0.0
parahippocampal-lh,0.07894736842105263,0.0,0.0,0.0,0.41228070175438597,0.043859649122807015,0.4649122807017544,0.0
temporalpole-lh,0.0,0.07462686567164178,0.16417910447761194,0.08955223880597014,0.0,0.0,0.0,0.6716417910447762
