,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.6952380952380952,0.0,0.0,0.0,0.0,0.0,0.3047619047619048
frontalpole-rh,0.0,0.0,0.6099290780141844,0.3191489361702128,0.07092198581560284,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.36752136752136755,0.5384615384615384,0.08547008547008547,0.008547008547008548,0.0,0.0
parahippocampal-rh,0.0,0.0,0.10989010989010989,0.10989010989010989,0.7802197802197802,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.011111111111111112,0.022222222222222223,0.0,0.5333333333333333,0.43333333333333335,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.006622516556291391,0.0,0.0,0.4900662251655629,0.5033112582781457,0.0
temporalpole-rh,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.6956521739130435
