,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-rh,0.34146341463414637,0.13937282229965156,0.13937282229965156,0.13240418118466898,0.10801393728222997,0.0,0.13937282229965156,0.0
insula-lh,0.1436265709156194,0.28545780969479356,0.16337522441651706,0.22262118491921004,0.0,0.0,0.18491921005385997,0.0
insula-rh,0.1388888888888889,0.16145833333333334,0.3125,0.1371527777777778,0.0,0.03993055555555555,0.21006944444444445,0.0
lateralorbitofrontal-lh,0.15195071868583163,0.2546201232032854,0.15811088295687886,0.25256673511293637,0.0,0.0,0.18275154004106775,0.0
medialorbitofrontal-rh,0.33695652173913043,0.0,0.0,0.0,0.6630434782608695,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.14093959731543623,0.0,0.0,0.8120805369127517,0.0,0.04697986577181208
rostralanteriorcingulate-lh,0.1520912547528517,0.19961977186311788,0.2262357414448669,0.17300380228136883,0.0,0.0,0.24904942965779467,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.9655172413793104
