timestamp,bankssts-lh,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,cuneus-lh,cuneus-rh,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,fusiform-lh,fusiform-rh,inferiorparietal-lh,inferiorparietal-rh,inferiortemporal-lh,inferiortemporal-rh,insula-lh,insula-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,lingual-lh,lingual-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,middletemporal-lh,middletemporal-rh,paracentral-lh,paracentral-rh,parahippocampal-lh,parahippocampal-rh,parsopercularis-lh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,parstriangularis-rh,pericalcarine-lh,pericalcarine-rh,postcentral-lh,postcentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,precentral-lh,precentral-rh,precuneus-lh,precuneus-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
0,-0.00105866,0.000402599,-0.000766413,-0.000378212,-0.000323538,6.80233e-06,-0.00142275,-0.000112791,-0.000575826,6.96837e-05,-0.000596147,-0.000108493,-0.000252559,6.53798e-05,-0.000559463,0.000271913,0.000805117,0.000121117,-2.28796e-05,-0.00131061,-0.000290125,-0.000240536,-0.000909671,0.000156991,-0.000803616,-0.000628381,0.000254452,-2.17948e-05,0.00013777,-9.51357e-05,-0.00140374,0.000329635,-0.00103498,-0.000437993,0.000952826,-0.000425584,-0.00020981,-7.56197e-05,-0.000541177,-0.000465559,-0.000276863,-0.0004191,-0.000877477,-6.20877e-05,0.000165177,7.88263e-05,-0.000896055,-0.000922821,0.000308987,2.72825e-05,-0.000721507,-4.00746e-05,-0.000203607,-2.16437e-05,-0.00108283,-0.000178721,-4.24601e-05,-4.33053e-05,-0.000864286,7.14346e-05,1.71085e-05,7.48707e-05,-0.000361938,-0.00013449,-0.000418131,0.000479696,1.53593e-07,-0.000830741
0.000999984,-0.000997989,0.000402356,-0.000698236,-0.000345871,-0.000299777,-2.4337e-06,-0.001273,-0.000103907,-0.000540827,6.01957e-05,-0.000516986,-7.80154e-05,-0.000236945,5.93089e-05,-0.000515656,0.000259637,0.000742666,0.000111692,-9.23399e-06,-0.00119037,-0.000240666,-0.000198779,-0.000804114,0.00016765,-0.000722678,-0.000564172,0.00025177,-8.99166e-06,0.000154443,-6.84156e-05,-0.0013047,0.000308365,-0.000928601,-0.000394251,0.000902019,-0.000390638,-0.000181043,-5.80133e-05,-0.000490787,-0.000420506,-0.000251878,-0.000385683,-0.000776123,-2.58448e-05,0.000157117,7.3652e-05,-0.000813948,-0.000850737,0.00029076,2.92582e-05,-0.00064936,-2.18132e-05,-0.00015775,-7.7872e-06,-0.000993478,-0.000165709,-4.15377e-05,-4.30238e-05,-0.000782619,8.41903e-05,2.93215e-05,7.20342e-05,-0.000337607,-0.000125965,-0.000384455,0.000450484,-5.56663e-06,-0.000756346
0.00199997,-0.000893554,0.000385466,-0.000600167,-0.000298797,-0.000263075,-1.16906e-05,-0.00106853,-9.06095e-05,-0.000482657,4.81126e-05,-0.000415374,-4.42208e-05,-0.000211571,5.05321e-05,-0.000449852,0.000236328,0.000647673,9.73951e-05,3.99286e-06,-0.00101909,-0.000180813,-0.000148355,-0.000663845,0.000171422,-0.000610691,-0.00047569,0.000238306,4.34594e-06,0.000164779,-3.86145e-05,-0.00114844,0.000273883,-0.000782408,-0.000333609,0.000812546,-0.000339013,-0.000144587,-3.78632e-05,-0.000419322,-0.000357321,-0.000216009,-0.000335701,-0.00064138,1.18918e-05,0.000142358,6.51727e-05,-0.000697086,-0.000742355,0.000260066,3.0074e-05,-0.000549278,-2.54881e-06,-0.00010491,6.27145e-06,-0.000861586,-0.000145738,-3.88049e-05,-4.1004e-05,-0.000667502,9.35024e-05,4.02684e-05,6.61727e-05,-0.000299488,-0.000112246,-0.0003344,0.000402139,-8.73203e-06,-0.0006495
0.00299995,-0.000756241,0.000354281,-0.000481084,-0.000241271,-0.000216908,-2.03345e-05,-0.000827289,-7.41092e-05,-0.00040702,3.44434e-05,-0.00029981,-9.60005e-06,-0.000178859,3.9857e-05,-0.00036815,0.000204434,0.000529029,7.95751e-05,1.60319e-05,-0.000812193,-0.000115093,-9.33259e-05,-0.000500966,0.000168563,-0.000477562,-0.000370747,0.00021581,1.72753e-05,0.000168563,-7.97556e-06,-0.00095002,0.000229526,-0.000609271,-0.000261433,0.000693421,-0.00027545,-0.00010346,-1.67161e-05,-0.000333206,-0.000281656,-0.000172513,-0.000273797,-0.000484861,4.84641e-05,0.000122407,5.42302e-05,-0.000555963,-0.000607727,0.000219931,2.97541e-05,-0.000430138,1.63521e-05,-4.9196e-05,1.96017e-05,-0.000699271,-0.00012065,-3.45783e-05,-3.74825e-05,-0.000529217,9.8999e-05,4.9292e-05,5.79037e-05,-0.00025065,-9.46315e-05,-0.000272578,0.000339363,-9.83874e-06,-0.000519879
0.00399993,-0.000597646,0.000311506,-0.000350197,-0.00017774,-0.000164934,-2.77731e-05,-0.000567695,-5.56708e-05,-0.000319973,2.02081e-05,-0.000178918,2.34401e-05,-0.000141349,2.81322e-05,-0.000276927,0.000166585,0.000396082,5.96509e-05,2.62437e-05,-0.000585655,-4.80616e-05,-3.77413e-05,-0.000327843,0.000159529,-0.000333498,-0.000257387,0.000186273,2.89005e-05,0.000165796,2.13197e-05,-0.00072538,0.000178822,-0.000422417,-0.000183256,0.00055429,-0.000204891,-6.0705e-05,3.91194e-06,-0.000239086,-0.000199349,-0.000124775,-0.000204821,-0.000318424,8.13483e-05,9.88812e-05,4.17246e-05,-0.000401445,-0.000457359,0.000173577,2.83554e-05,-0.000301092,3.35923e-05,5.35246e-06,3.13479e-05,-0.000519172,-9.23759e-05,-2.92154e-05,-3.27323e-05,-0.000378388,0.000100448,5.58328e-05,4.78967e-05,-0.000194386,-7.44862e-05,-0.000203802,0.000267142,-9.56765e-06,-0.000377518
0.00499992,-0.000429185,0.000260004,-0.000216373,-0.000112492,-0.000110718,-3.34995e-05,-0.000307314,-3.65236e-05,-0.000227477,6.36362e-06,-6.08208e-05,5.27481e-05,-0.000101517,1.61834e-05,-0.000182365,0.000125394,0.000257948,3.90022e-05,3.41523e-05,-0.000354837,1.60192e-05,1.46573e-05,-0.000156194,0.000144945,-0.000188255,-0.000143291,0.000151767,3.84377e-05,0.000156699,4.73101e-05,-0.000490144,0.000125235,-0.00023447,-0.000104363,0.000404711,-0.000132114,-1.91667e-05,2.26456e-05,-0.000143348,-0.000115998,-7.60567e-05,-0.000133477,-0.000153308,0.000108339,7.33902e-05,2.8545e-05,-0.000243966,-0.00030144,0.000124181,2.59632e-05,-0.00017089,4.80371e-05,5.50609e-05,4.07884e-05,-0.00033351,-6.27949e-05,-2.30872e-05,-2.70438e-05,-0.000225202,9.77713e-05,5.94684e-05,3.68252e-05,-0.000133993,-5.31427e-05,-0.000132725,0.000190374,-8.69532e-06,-0.00023208
0.0059999,-0.000261314,0.000202625,-8.75536e-05,-4.93778e-05,-5.74995e-05,-3.71289e-05,-6.16858e-05,-1.77808e-05,-0.000135009,-6.26028e-06,4.74019e-05,7.65714e-05,-6.16235e-05,4.75624e-06,-9.00484e-05,8.3293e-05,0.000122909,1.88787e-05,3.94649e-05,-0.000133462,7.34496e-05,6.06882e-05,3.68402e-06,0.000125567,-5.04938e-05,-3.52736e-05,0.000114318,4.52708e-05,0.000141704,6.83889e-05,-0.000258578,7.19378e-05,-5.66169e-05,-2.94504e-05,0.000253533,-6.14222e-05,1.86941e-05,3.83433e-05,-5.16929e-05,-3.65905e-05,-2.92763e-05,-6.40104e-05,6.16706e-07,0.000127703,4.74303e-05,1.55095e-05,-9.28491e-05,-0.000149174,7.46671e-05,2.26886e-05,-4.73088e-05,5.87923e-05,9.68701e-05,4.73815e-05,-0.000153294,-3.36149e-05,-1.65547e-05,-2.07093e-05,-7.87403e-05,9.10579e-05,5.99442e-05,2.53234e-05,-7.25898e-05,-3.18156e-05,-6.35429e-05,0.000113554,-8.00072e-06,-9.22158e-05
0.00699988,-0.00010292,0.000142065,2.96941e-05,8.40827e-06,-8.00881e-06,-3.84256e-05,0.000156561,-3.78773e-07,-4.7252e-05,-1.70089e-05,0.000140127,9.36611e-05,-2.35929e-05,-5.52831e-06,-4.65133e-06,4.23955e-05,-2.05173e-06,3.2765e-07,4.20782e-05,6.71518e-05,0.000121303,9.79192e-05,0.000143514,0.000102259,7.27148e-05,6.11097e-05,7.57952e-05,4.89925e-05,0.000121446,8.34037e-05,-4.27691e-05,2.16314e-05,0.000102032,3.76465e-05,0.000108407,3.59881e-06,5.09418e-05,5.01664e-05,3.11851e-05,3.4784e-05,1.31535e-05,2.96196e-08,0.00013541,0.000138298,2.23038e-05,3.31627e-06,4.42208e-05,-8.2722e-06,2.75454e-05,1.86647e-05,6.32997e-05,6.5261e-05,0.000128523,5.07981e-05,1.23029e-05,-6.28086e-06,-9.94927e-06,-1.40106e-05,5.35335e-05,8.05664e-05,5.71936e-05,1.39535e-05,-1.29742e-05,-1.1537e-05,2.43061e-07,4.05326e-05,-8.17644e-06,3.49241e-05
0.00799987,3.90962e-05,8.07724e-05,0.000130469,5.84648e-05,3.56557e-05,-3.73184e-05,0.000338282,1.49643e-05,3.21005e-05,-2.54329e-05,0.000213448,0.000103333,1.106e-05,-1.42051e-05,7.02655e-05,4.41059e-06,-0.000111564,-1.58538e-05,4.207e-05,0.000238605,0.000157559,0.000124785,0.000257416,7.59596e-05,0.000176207,0.000141814,3.78337e-05,4.94282e-05,9.67445e-05,9.17153e-05,0.000147933,-2.35688e-05,0.000234848,9.41229e-05,-2.45502e-05,6.0237e-05,7.62539e-05,5.76206e-05,0.00010181,9.51178e-05,4.94375e-05,5.59487e-05,0.000245431,0.000139635,-9.36979e-07,-7.48957e-06,0.000161536,0.00011539,-1.51987e-05,1.40445e-05,0.000156291,6.71752e-05,0.000148677,5.09368e-05,0.000156348,1.80866e-05,-3.55813e-06,-7.20898e-06,0.000166107,6.67226e-05,5.13454e-05,3.18262e-06,4.24838e-05,6.88679e-06,5.59789e-05,-2.56561e-05,-9.75283e-06,0.00014401
0.00899985,0.000160026,2.08845e-05,0.000211663,9.9247e-05,7.20855e-05,-3.39034e-05,0.000478061,2.77665e-05,0.000100452,-3.13001e-05,0.000265283,0.00010548,4.12632e-05,-2.098e-05,0.000132349,-2.94029e-05,-0.00020202,-2.91417e-05,3.96795e-05,0.000375634,0.000181165,0.000140625,0.000342067,4.76665e-05,0.000256863,0.000204409,1.78839e-06,4.66415e-05,6.85866e-05,9.32144e-05,0.000307195,-6.2192e-05,0.000337862,0.000138279,-0.000140918,0.000106726,9.39525e-05,6.0568e-05,0.000158016,0.000142567,7.84459e-05,0.00010198,0.00032748,0.000131894,-2.15182e-05,-1.6534e-05,0.000255514,0.000217926,-5.21581e-05,8.99719e-06,0.000228853,6.46017e-05,0.000156939,4.7922e-05,0.000274331,3.87188e-05,2.38454e-06,-5.40233e-07,0.000255563,5.01081e-05,4.27175e-05,-6.62905e-06,9.18998e-05,2.28934e-05,0.000101927,-8.28685e-05,-1.30414e-05,0.000231674
