,FT9,TP9,CP5,Cz,Fp2,AF3,C2,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2
CP5,0.0,0.0,0.5882352941176471,0.0,0.11764705882352941,0.0,0.29411764705882354,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
AF3,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2
C2,0.0,0.0,0.4583333333333333,0.0,0.16666666666666666,0.0,0.375,0.0
AF8,0.0,0.375,0.0,0.0,0.0,0.375,0.0,0.25
