,entorhinal-lh,frontalpole-rh,isthmuscingulate-rh,parsorbitalis-lh,parstriangularis-lh,rostralmiddlefrontal-lh,superiorparietal-lh,temporalpole-lh
entorhinal-lh,0.3601108033240997,0.024930747922437674,0.10526315789473684,0.0443213296398892,0.11080332409972299,0.0997229916897507,0.09418282548476455,0.16066481994459833
frontalpole-rh,0.054455445544554455,0.7871287128712872,0.09405940594059406,0.0,0.0,0.0,0.039603960396039604,0.024752475247524754
isthmuscingulate-rh,0.15441176470588236,0.07720588235294118,0.5183823529411765,0.003676470588235294,0.09558823529411764,0.06985294117647059,0.029411764705882353,0.051470588235294115
parsorbitalis-lh,0.045454545454545456,0.0,0.00974025974025974,0.35064935064935066,0.22727272727272727,0.2077922077922078,0.11688311688311688,0.04220779220779221
parstriangularis-lh,0.10319410319410319,0.0,0.07371007371007371,0.16461916461916462,0.2972972972972973,0.2334152334152334,0.10319410319410319,0.02457002457002457
rostralmiddlefrontal-lh,0.095,0.0,0.0575,0.14,0.235,0.3625,0.105,0.005
superiorparietal-lh,0.0784313725490196,0.01680672268907563,0.011204481792717087,0.11764705882352941,0.11764705882352941,0.12885154061624648,0.38095238095238093,0.1484593837535014
temporalpole-lh,0.17666666666666667,0.01,0.03333333333333333,0.06666666666666667,0.04666666666666667,0.02,0.17,0.4766666666666667
