,bankssts-rh,entorhinal-rh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.911620294599018,0.004909983633387889,0.0,0.027823240589198037,0.02127659574468085,0.02127659574468085,0.0,0.01309328968903437
entorhinal-rh,0.005,0.569,0.064,0.061,0.056,0.107,0.018,0.12
frontalpole-rh,0.0,0.08202653799758745,0.5886610373944512,0.07961399276236429,0.008443908323281062,0.18214716525934863,0.009650180940892641,0.04945717732207479
insula-rh,0.01912568306010929,0.04918032786885246,0.05191256830601093,0.5091074681238615,0.11020036429872496,0.08925318761384335,0.10655737704918032,0.06466302367941712
medialorbitofrontal-rh,0.011314186248912098,0.04873803307223673,0.0008703220191470844,0.10356832027850305,0.5178416013925152,0.1731940818102698,0.144473455178416,0.0
rostralanteriorcingulate-lh,0.010906040268456376,0.08473154362416108,0.11325503355704698,0.08892617449664429,0.17701342281879195,0.44211409395973156,0.0587248322147651,0.024328859060402684
temporalpole-rh,0.0,0.027426160337552744,0.004219409282700422,0.11919831223628692,0.17088607594936708,0.06118143459915612,0.6065400843881856,0.010548523206751054
transversetemporal-rh,0.013259668508287293,0.12486187845303867,0.04751381215469613,0.0707182320441989,0.0,0.03867403314917127,0.015469613259668509,0.6895027624309392
