,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.19718309859154928,0.11267605633802817,0.07042253521126761,0.07042253521126761,0.19718309859154928,0.1267605633802817,0.19718309859154928,0.028169014084507043
postcentral-rh,0.10144927536231885,0.2463768115942029,0.028985507246376812,0.043478260869565216,0.13043478260869565,0.2608695652173913,0.18840579710144928,0.0
rostralmiddlefrontal-lh,0.1111111111111111,0.047619047619047616,0.4444444444444444,0.07936507936507936,0.1111111111111111,0.06349206349206349,0.1111111111111111,0.031746031746031744
superiorfrontal-lh,0.13725490196078433,0.0784313725490196,0.09803921568627451,0.17647058823529413,0.13725490196078433,0.19607843137254902,0.13725490196078433,0.0392156862745098
superiorfrontal-rh,0.13333333333333333,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.26666666666666666,0.12222222222222222,0.23333333333333334,0.022222222222222223
superiorparietal-lh,0.09574468085106383,0.18085106382978725,0.0425531914893617,0.09574468085106383,0.1276595744680851,0.2765957446808511,0.1595744680851064,0.02127659574468085
superiorparietal-rh,0.12244897959183673,0.14285714285714285,0.05102040816326531,0.05102040816326531,0.21428571428571427,0.15306122448979592,0.24489795918367346,0.02040816326530612
superiortemporal-rh,0.17647058823529413,0.0,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.11764705882352941
