,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
inferiorparietal-rh,0.2849740932642487,0.22279792746113988,0.07253886010362694,0.02072538860103627,0.19170984455958548,0.13989637305699482,0.06735751295336788,0.0
parsopercularis-lh,0.22340425531914893,0.23404255319148937,0.0851063829787234,0.031914893617021274,0.20212765957446807,0.14361702127659576,0.0797872340425532,0.0
postcentral-rh,0.06796116504854369,0.07766990291262135,0.2912621359223301,0.21359223300970873,0.07766990291262135,0.08737864077669903,0.1650485436893204,0.019417475728155338
precentral-rh,0.020134228187919462,0.03355704697986577,0.3087248322147651,0.33557046979865773,0.03355704697986577,0.0738255033557047,0.16778523489932887,0.026845637583892617
rostralmiddlefrontal-lh,0.21022727272727273,0.2159090909090909,0.09090909090909091,0.03409090909090909,0.24431818181818182,0.1534090909090909,0.05113636363636364,0.0
superiorfrontal-lh,0.116,0.116,0.08,0.048,0.116,0.268,0.172,0.084
superiorfrontal-rh,0.05652173913043478,0.06521739130434782,0.16521739130434782,0.11304347826086956,0.043478260869565216,0.18695652173913044,0.2782608695652174,0.09130434782608696
superiortemporal-rh,0.0,0.0,0.06493506493506493,0.06493506493506493,0.0,0.2597402597402597,0.24675324675324675,0.36363636363636365
