,cuneus-lh,cuneus-rh,frontalpole-lh,inferiortemporal-lh,isthmuscingulate-lh,pericalcarine-rh,rostralanteriorcingulate-lh,transversetemporal-lh
cuneus-lh,0.7111111111111111,0.0,0.1,0.06666666666666667,0.0,0.0,0.06666666666666667,0.05555555555555555
cuneus-rh,0.0051813471502590676,0.6683937823834197,0.010362694300518135,0.0051813471502590676,0.13989637305699482,0.07772020725388601,0.010362694300518135,0.08290155440414508
frontalpole-lh,0.04242424242424243,0.0,0.6666666666666666,0.10909090909090909,0.04242424242424243,0.0,0.12121212121212122,0.01818181818181818
inferiortemporal-lh,0.05434782608695652,0.0,0.11413043478260869,0.6358695652173914,0.08695652173913043,0.0,0.10869565217391304,0.0
isthmuscingulate-lh,0.0,0.22535211267605634,0.02112676056338028,0.1267605633802817,0.5352112676056338,0.0,0.028169014084507043,0.06338028169014084
pericalcarine-rh,0.0,0.14285714285714285,0.0,0.008928571428571428,0.017857142857142856,0.8214285714285714,0.008928571428571428,0.0
rostralanteriorcingulate-lh,0.011834319526627219,0.03550295857988166,0.1301775147928994,0.09467455621301775,0.04142011834319527,0.0,0.5857988165680473,0.10059171597633136
transversetemporal-lh,0.0,0.1864406779661017,0.01694915254237288,0.0,0.11016949152542373,0.0,0.11016949152542373,0.576271186440678
