,cuneus-lh,cuneus-rh,frontalpole-lh,lateraloccipital-rh,parsorbitalis-lh,parstriangularis-lh,pericalcarine-rh,temporalpole-lh
cuneus-lh,0.573170731707317,0.0,0.0,0.24390243902439024,0.0,0.0,0.18292682926829268,0.0
cuneus-rh,0.03571428571428571,0.8214285714285714,0.05357142857142857,0.0,0.0,0.0,0.08928571428571429,0.0
frontalpole-lh,0.0,0.046875,0.859375,0.046875,0.046875,0.0,0.0,0.0
lateraloccipital-rh,0.22950819672131148,0.0,0.03278688524590164,0.5901639344262295,0.0,0.0,0.14754098360655737,0.0
parsorbitalis-lh,0.0,0.0,0.08928571428571429,0.0,0.875,0.0,0.0,0.03571428571428571
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-rh,0.2,0.042105263157894736,0.0,0.11578947368421053,0.0,0.0,0.6421052631578947,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,0.0,0.8809523809523809
