,bankssts-lh,fusiform-lh,inferiorparietal-lh,inferiortemporal-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh
bankssts-lh,0.3295880149812734,0.02247191011235955,0.06741573033707865,0.17228464419475656,0.12734082397003746,0.15730337078651685,0.09737827715355805,0.026217228464419477
fusiform-lh,0.0,0.3628691983122363,0.0759493670886076,0.016877637130801686,0.10126582278481013,0.08438818565400844,0.19831223628691982,0.16033755274261605
inferiorparietal-lh,0.19310344827586207,0.07586206896551724,0.4827586206896552,0.0896551724137931,0.020689655172413793,0.08275862068965517,0.05517241379310345,0.0
inferiortemporal-lh,0.13028169014084506,0.04225352112676056,0.03169014084507042,0.3028169014084507,0.1619718309859155,0.11971830985915492,0.12323943661971831,0.0880281690140845
lingual-lh,0.09120521172638436,0.1270358306188925,0.016286644951140065,0.1270358306188925,0.2703583061889251,0.0781758957654723,0.1986970684039088,0.09120521172638436
middletemporal-lh,0.14590747330960854,0.07473309608540925,0.046263345195729534,0.15302491103202848,0.10676156583629894,0.33807829181494664,0.08540925266903915,0.0498220640569395
parahippocampal-lh,0.051118210862619806,0.20766773162939298,0.03194888178913738,0.06389776357827476,0.15654952076677317,0.06070287539936102,0.30990415335463256,0.1182108626198083
temporalpole-lh,0.004405286343612335,0.1762114537444934,0.0,0.07929515418502203,0.10572687224669604,0.06167400881057269,0.14096916299559473,0.43171806167400884
