,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-rh,0.5698924731182796,0.0,0.10752688172043011,0.21505376344086022,0.0,0.0,0.10752688172043011,0.0
entorhinal-lh,0.0,0.8235294117647058,0.17647058823529413,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.07692307692307693,0.06593406593406594,0.4010989010989011,0.21428571428571427,0.08791208791208792,0.0,0.15384615384615385,0.0
frontalpole-rh,0.11538461538461539,0.0,0.20192307692307693,0.3317307692307692,0.14423076923076922,0.0,0.20673076923076922,0.0
medialorbitofrontal-lh,0.0,0.0,0.1360544217687075,0.20408163265306123,0.40816326530612246,0.04081632653061224,0.2108843537414966,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.056179775280898875,0.47752808988764045,0.07865168539325842,0.38764044943820225
rostralanteriorcingulate-lh,0.059574468085106386,0.0,0.1276595744680851,0.2170212765957447,0.13191489361702127,0.029787234042553193,0.3617021276595745,0.07234042553191489
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.40119760479041916,0.12574850299401197,0.47305389221556887
