,bankssts-lh,frontalpole-rh,middletemporal-lh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,0.5324675324675324,0.0,0.38961038961038963,0.006493506493506494,0.07142857142857142,0.0,0.0,0.0
frontalpole-rh,0.0,0.47794117647058826,0.0,0.10294117647058823,0.0,0.22794117647058823,0.19117647058823528,0.0
middletemporal-lh,0.35294117647058826,0.0,0.49673202614379086,0.058823529411764705,0.0718954248366013,0.0,0.0,0.0196078431372549
parahippocampal-lh,0.0,0.21176470588235294,0.07058823529411765,0.5529411764705883,0.0,0.0,0.0,0.16470588235294117
parsorbitalis-lh,0.12048192771084337,0.0,0.13253012048192772,0.0,0.7469879518072289,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.20125786163522014,0.0,0.0,0.0,0.48427672955974843,0.31446540880503143,0.0
rostralanteriorcingulate-rh,0.0,0.14935064935064934,0.0,0.0,0.0,0.2727272727272727,0.577922077922078,0.0
temporalpole-lh,0.0,0.010638297872340425,0.010638297872340425,0.1702127659574468,0.0,0.0,0.0,0.8085106382978723
