,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-rh,0.32558139534883723,0.0,0.20930232558139536,0.32558139534883723,0.0,0.0,0.13953488372093023,0.0
entorhinal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.1527777777777778,0.0,0.2916666666666667,0.3055555555555556,0.0,0.0,0.25,0.0
frontalpole-rh,0.1875,0.0,0.2625,0.325,0.0,0.0,0.225,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.0,0.4230769230769231,0.11538461538461539,0.46153846153846156
rostralanteriorcingulate-lh,0.09195402298850575,0.0,0.22988505747126436,0.22988505747126436,0.0,0.011494252873563218,0.3333333333333333,0.10344827586206896
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.2391304347826087,0.5
