,entorhinal-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,middletemporal-lh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529
lateralorbitofrontal-lh,0.0,0.275,0.2,0.0,0.0,0.25,0.275,0.0
lateralorbitofrontal-rh,0.0,0.2619047619047619,0.21428571428571427,0.0,0.0,0.2619047619047619,0.2619047619047619,0.0
middletemporal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.275,0.2,0.0,0.0,0.25,0.275,0.0
rostralanteriorcingulate-rh,0.0,0.2727272727272727,0.20454545454545456,0.0,0.0,0.25,0.2727272727272727,0.0
temporalpole-lh,0.21739130434782608,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.6521739130434783
