,cuneus-rh,entorhinal-lh,insula-rh,isthmuscingulate-rh,parsopercularis-rh,pericalcarine-lh,rostralanteriorcingulate-rh,temporalpole-lh
cuneus-rh,0.76,0.0,0.0,0.06,0.0,0.18,0.0,0.0
entorhinal-lh,0.0,0.5157894736842106,0.021052631578947368,0.11578947368421053,0.2736842105263158,0.0,0.0,0.07368421052631578
insula-rh,0.0,0.08235294117647059,0.611764705882353,0.011764705882352941,0.21176470588235294,0.0,0.0,0.08235294117647059
isthmuscingulate-rh,0.009900990099009901,0.12871287128712872,0.0,0.594059405940594,0.1782178217821782,0.0,0.0891089108910891,0.0
parsopercularis-rh,0.0,0.226890756302521,0.15966386554621848,0.14285714285714285,0.4117647058823529,0.0,0.0,0.058823529411764705
pericalcarine-lh,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0
temporalpole-lh,0.0,0.0967741935483871,0.14516129032258066,0.0,0.1774193548387097,0.0,0.0,0.5806451612903226
