,CP1,P7,O1,Oz,AF7,F1,PO7,PO3
CP1,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
PO7,0.05982905982905983,0.0,0.0,0.0,0.0,0.2264957264957265,0.7136752136752137,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
