,Fp1,FT9,T7,Fp2,F1,FT7,TP7,AF8
Fp1,0.3921971252566735,0.0,0.0,0.3921971252566735,0.0,0.0,0.0,0.21560574948665298
FT9,0.0,0.5330396475770925,0.0,0.0,0.0,0.0,0.4669603524229075,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3921971252566735,0.0,0.0,0.3921971252566735,0.0,0.0,0.0,0.21560574948665298
F1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.4976303317535545,0.0,0.0,0.0,0.0,0.5023696682464455,0.0
AF8,0.23093681917211328,0.0,0.0,0.23093681917211328,0.0,0.0,0.0,0.5381263616557734
