,Fp1,FT9,TP10,T8,FC6,AF7,POz,AF8
Fp1,0.5863746958637469,0.0,0.0,0.0,0.0,0.0,0.0,0.41362530413625304
FT9,0.0,0.6711409395973155,0.3288590604026846,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.4067796610169492,0.5932203389830508,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4629878869448183,0.0,0.0,0.0,0.0,0.0,0.0,0.5370121130551817
