,CP5,P3,C5,TP7,CP3,POz,CPz,TP8
CP5,0.7987341772151899,0.0,0.0,0.0,0.0,0.10126582278481013,0.0,0.1
P3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.44472361809045224,0.3165829145728643,0.0,0.0,0.23869346733668342,0.0
TP7,0.0,0.0,0.21254162042175362,0.6470588235294118,0.06714761376248612,0.0,0.0732519422863485,0.0
CP3,0.0,0.0,0.0016556291390728477,0.10182119205298014,0.8766556291390728,0.0,0.0,0.019867549668874173
POz,0.19607843137254902,0.0,0.0,0.0,0.0,0.803921568627451,0.0,0.0
CPz,0.0,0.0,0.19788732394366196,0.09014084507042254,0.0,0.0,0.7119718309859155,0.0
TP8,0.07182835820895522,0.0,0.0,0.0,0.024253731343283583,0.0,0.0,0.9039179104477612
