,Fp1,FT9,TP10,T8,FC6,AF7,POz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.4360086767895879,0.2678958785249458,0.0,0.0,0.2960954446854664,0.0,0.0
TP10,0.0,0.3255208333333333,0.33984375,0.0,0.0,0.3346354166666667,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF7,0.0,0.3262411347517731,0.3049645390070922,0.0,0.0,0.36879432624113473,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
