,F7,TP9,F4,Fp2,AF7,AFz,AF8,AF4
F7,0.3711340206185567,0.0,0.35051546391752575,0.27835051546391754,0.0,0.0,0.0,0.0
TP9,0.0,0.33076923076923076,0.0,0.0,0.09230769230769231,0.1564102564102564,0.08974358974358974,0.33076923076923076
F4,0.3695652173913043,0.0,0.358695652173913,0.2717391304347826,0.0,0.0,0.0,0.0
Fp2,0.3125,0.0,0.2875,0.4,0.0,0.0,0.0,0.0
AF7,0.0,0.20689655172413793,0.0,0.0,0.20114942528735633,0.20689655172413793,0.1781609195402299,0.20689655172413793
AFz,0.0,0.24609375,0.0,0.0,0.140625,0.23828125,0.12890625,0.24609375
AF8,0.0,0.21341463414634146,0.0,0.0,0.17682926829268292,0.18902439024390244,0.2073170731707317,0.21341463414634146
AF4,0.0,0.3290155440414508,0.0,0.0,0.09326424870466321,0.15803108808290156,0.09067357512953368,0.3290155440414508
