,Fp1,FC5,FT10,F4,Fp2,AF7,AFz,AF8
Fp1,0.2641509433962264,0.0,0.0,0.0,0.2578616352201258,0.20754716981132076,0.27044025157232704,0.0
FC5,0.0,0.24803149606299213,0.2559055118110236,0.2559055118110236,0.0,0.0,0.0,0.24015748031496062
FT10,0.0,0.21122112211221122,0.3234323432343234,0.2508250825082508,0.0,0.0,0.0,0.2145214521452145
F4,0.0,0.22413793103448276,0.27586206896551724,0.2689655172413793,0.0,0.0,0.0,0.23103448275862068
Fp2,0.2662337662337662,0.0,0.0,0.0,0.2597402597402597,0.2077922077922078,0.2662337662337662,0.0
AF7,0.25190839694656486,0.0,0.0,0.0,0.25190839694656486,0.24427480916030533,0.25190839694656486,0.0
AFz,0.2275132275132275,0.0,0.0,0.0,0.21693121693121692,0.1746031746031746,0.38095238095238093,0.0
AF8,0.0,0.23880597014925373,0.2537313432835821,0.2574626865671642,0.0,0.0,0.0,0.25
