,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.18,0.14,0.07,0.0,0.2,0.09,0.2,0.12
inferiorparietal-rh,0.13725490196078433,0.16666666666666666,0.029411764705882353,0.029411764705882353,0.18627450980392157,0.11764705882352941,0.17647058823529413,0.1568627450980392
parsopercularis-lh,0.14893617021276595,0.0425531914893617,0.2978723404255319,0.0,0.19148936170212766,0.0,0.3191489361702128,0.0
postcentral-rh,0.0,0.02631578947368421,0.0,0.47368421052631576,0.02631578947368421,0.42105263157894735,0.0,0.05263157894736842
rostralmiddlefrontal-rh,0.140625,0.125,0.0703125,0.015625,0.21875,0.0859375,0.2265625,0.1171875
superiorparietal-rh,0.09900990099009901,0.10891089108910891,0.0,0.15841584158415842,0.10891089108910891,0.3069306930693069,0.09900990099009901,0.1188118811881188
superiortemporal-rh,0.13333333333333333,0.11851851851851852,0.0962962962962963,0.0,0.2,0.06666666666666667,0.2814814814814815,0.1037037037037037
supramarginal-rh,0.12222222222222222,0.16666666666666666,0.0,0.044444444444444446,0.17777777777777778,0.14444444444444443,0.16666666666666666,0.17777777777777778
