,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-rh,medialorbitofrontal-lh,pericalcarine-lh,temporalpole-lh,transversetemporal-lh,transversetemporal-rh
caudalanteriorcingulate-rh,0.5151515151515151,0.0,0.0,0.3333333333333333,0.0,0.0,0.030303030303030304,0.12121212121212122
entorhinal-lh,0.05555555555555555,0.5277777777777778,0.0,0.0,0.3888888888888889,0.0,0.0,0.027777777777777776
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.4,0.0,0.0,0.56,0.0,0.0,0.04,0.0
pericalcarine-lh,0.03125,0.5,0.0,0.0,0.46875,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
transversetemporal-lh,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.0,0.8260869565217391,0.0
transversetemporal-rh,0.14814814814814814,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.7777777777777778
