,Fp1,F7,FC6,F4,Fp2,AF7,AFz,FT7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.3300970873786408,0.33980582524271846,0.0,0.0,0.0,0.0,0.3300970873786408
FC6,0.0,0.2517985611510791,0.4316546762589928,0.0,0.0,0.0,0.0,0.31654676258992803
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.2892561983471074,0.36363636363636365,0.0,0.0,0.0,0.0,0.34710743801652894
