,Fp1,F7,FT9,FC5,F8,Fp2,AFz,FT8
Fp1,0.2880658436213992,0.0,0.0,0.0,0.13168724279835392,0.2962962962962963,0.2839506172839506,0.0
F7,0.0,0.32673267326732675,0.33663366336633666,0.0,0.0,0.0,0.0,0.33663366336633666
FT9,0.0,0.3148148148148148,0.35185185185185186,0.0,0.0,0.0,0.0,0.3333333333333333
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.25196850393700787,0.0,0.0,0.0,0.2440944881889764,0.25196850393700787,0.25196850393700787,0.0
Fp2,0.2880658436213992,0.0,0.0,0.0,0.13168724279835392,0.2962962962962963,0.2839506172839506,0.0
AFz,0.28870292887029286,0.0,0.0,0.0,0.13389121338912133,0.2928870292887029,0.28451882845188287,0.0
FT8,0.0,0.3106796116504854,0.34951456310679613,0.0,0.0,0.0,0.0,0.33980582524271846
