,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,precentral-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.125,0.15,0.15,0.15,0.15,0.125,0.15,0.0
inferiorparietal-rh,0.10416666666666667,0.16666666666666666,0.1875,0.16666666666666666,0.125,0.10416666666666667,0.14583333333333334,0.0
parstriangularis-rh,0.04424778761061947,0.07079646017699115,0.336283185840708,0.17699115044247787,0.1592920353982301,0.1504424778761062,0.061946902654867256,0.0
postcentral-lh,0.053763440860215055,0.08602150537634409,0.22580645161290322,0.20430107526881722,0.1827956989247312,0.17204301075268819,0.07526881720430108,0.0
precentral-lh,0.05102040816326531,0.07142857142857142,0.21428571428571427,0.19387755102040816,0.20408163265306123,0.19387755102040816,0.07142857142857142,0.0
superiortemporal-lh,0.04,0.048,0.16,0.144,0.16,0.272,0.176,0.0
superiortemporal-rh,0.06578947368421052,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.07894736842105263,0.25,0.2894736842105263,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
