,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.587251828631139,0.0741901776384535,0.11703239289446186,0.02612330198537095,0.10762800417972831,0.03970741901776385,0.04493207941483804,0.003134796238244514
frontalpole-rh,0.04892512972572276,0.43439584877687176,0.1156412157153447,0.048183839881393624,0.02446256486286138,0.1334321719792439,0.13194959229058562,0.06300963676797627
medialorbitofrontal-lh,0.07555898226676946,0.13878180416345412,0.35697764070932925,0.05474171164225135,0.014649190439475714,0.19429452582883577,0.1341557440246723,0.03084040092521203
parahippocampal-rh,0.02631578947368421,0.07263157894736842,0.08315789473684211,0.5684210526315789,0.002105263157894737,0.08210526315789474,0.12526315789473685,0.04
parsopercularis-rh,0.14285714285714285,0.048051948051948054,0.03506493506493506,0.0,0.5974025974025974,0.045454545454545456,0.12727272727272726,0.003896103896103896
rostralanteriorcingulate-lh,0.021141649048625793,0.13601127554615927,0.17618040873854826,0.05214940098661029,0.021846370683579985,0.35658914728682173,0.18957011980267793,0.046511627906976744
rostralanteriorcingulate-rh,0.024528301886792454,0.11823899371069183,0.11069182389937107,0.07169811320754717,0.06666666666666667,0.16855345911949685,0.37484276729559746,0.06477987421383648
temporalpole-lh,0.006297229219143577,0.0982367758186398,0.05037783375314862,0.042821158690176324,0.006297229219143577,0.07808564231738035,0.12720403022670027,0.5906801007556675
