,CP5,TP10,FT10,FC6,F8,FT8,F6,AF4
CP5,0.4857142857142857,0.0,0.5142857142857142,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.5476190476190477,0.4523809523809524,0.0,0.0,0.0,0.0,0.0
FT10,0.13934426229508196,0.32786885245901637,0.5327868852459017,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
